,Unnamed: 0,Antena,Ano,Mes,Dia,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas
379,379,1097,2019,3,2,21.91,-102.27,28.42139,8.93475,28.42139,8.93475,18.12097,18.12097
386,386,1099,2019,3,2,21.98,-102.06,27.98874,9.95438,27.98874,9.95438,18.49924,18.49924
393,393,1101,2019,3,2,21.91,-102.09,28.0636,9.88284,28.0636,9.88284,18.53165,18.53165
400,400,1102,2019,3,2,22.15,-102.28,28.18994,8.67621,28.18994,8.67621,17.72769,17.72769
407,407,1103,2019,3,2,22.18,-102.59,28.23602,8.18851,28.23602,8.18851,17.3663,17.3663
414,414,1105,2019,3,2,21.99,-102.35,28.44547,8.51532,28.44547,8.51532,17.84845,17.84845
421,421,1106,2019,3,2,21.96,-102.48,28.56744,8.31949,28.56744,8.31949,17.80469,17.80469
428,428,2001,2019,3,2,32.11,-116.45,15.70486,9.16345,15.70486,9.16345,12.00372,12.00372
435,435,2002,2019,3,2,28.6,-113.56,26.42322,13.59369,26.42322,13.59369,17.98688,17.98688
442,442,2004,2019,3,2,32.2,-116.49,15.97229,9.44467,15.97229,9.44467,12.25391,12.25391
449,449,2005,2019,3,2,32.02,-116.78,16.49072,12.07755,16.49072,12.07755,14.2438,14.2438
456,456,2006,2019,3,2,29.49,-114.36,26.52048,13.99472,26.52048,13.99472,18.54044,18.54044
463,463,2007,2019,3,2,32.44,-115.39,28.01166,13.87012,28.01166,13.87012,19.70941,19.70941
470,470,2008,2019,3,2,30.72,-115.98,19.01913,12.10901,19.01913,12.10901,15.0126,15.0126
477,477,2009,2019,3,2,32.3,-115.02,29.36081,14.77612,29.36081,14.77612,20.21942,20.21942
484,484,2010,2019,3,2,31.78,-115.77,21.66794,11.0585,21.66794,11.0585,15.51086,15.51086
491,491,2011,2019,3,2,32.35,-115.19,28.90149,14.52173,28.90149,14.52173,20.03415,20.03415
498,498,2012,2019,3,2,28.3,-114.03,23.14694,13.90402,23.14694,13.90402,17.04764,17.04764
505,505,2013,2019,3,2,30.67,-115.13,24.70523,13.1203,24.70523,13.1203,17.54584,17.54584
512,512,2014,2019,3,2,31.59,-116.05,17.31638,9.81616,17.31638,9.81616,13.05734,13.05734
519,519,2015,2019,3,2,28.03,-113.4,26.42484,13.67621,26.42484,13.67621,18.52856,18.52856
526,526,2016,2019,3,2,28.3,-112.88,25.78302,15.31821,25.78302,15.31821,19.23569,19.23569
533,533,2017,2019,3,2,32.33,-117.05,16.27817,11.73032,16.27817,11.73032,13.754,13.754
540,540,2019,2019,3,2,32.34,-116.25,16.52814,8.71454,16.52814,8.71454,11.9079,11.9079
547,547,2020,2019,3,2,32.13,-115.28,27.52512,13.71329,27.52512,13.71329,19.22055,19.22055
554,554,2021,2019,3,2,32.18,-116.29,15.71011,8.43057,15.71011,8.43057,11.48734,11.48734
561,561,2022,2019,3,2,30.06,-115.72,21.16846,11.86423,21.16846,11.86423,15.73041,15.73041
568,568,2023,2019,3,2,30.32,-115.82,20.40491,11.42218,20.40491,11.42218,15.4516,15.4516
575,575,2024,2019,3,2,32.3,-116.53,16.23636,9.64865,16.23636,9.64865,12.43961,12.43961
582,582,2025,2019,3,2,31.86,-116.61,16.19397,11.27264,16.19397,11.27264,13.556,13.556
589,589,2027,2019,3,2,28.14,-115.18,18.03104,16.0788,18.03104,16.0788,16.74835,16.74835
596,596,2029,2019,3,2,30.97,-116.16,18.76581,12.57608,18.76581,12.57608,15.02789,15.02789
603,603,2032,2019,3,2,30.58,-115.94,19.4202,12.14185,19.4202,12.14185,15.36298,15.36298
610,610,2035,2019,3,2,31.91,-116.27,15.3916,8.44101,15.3916,8.44101,11.44925,11.44925
617,617,2036,2019,3,2,32.05,-116.68,16.28745,11.41513,16.28745,11.41513,13.72748,13.72748
624,624,2039,2019,3,2,29.16,-114.15,25.79062,13.73505,25.79062,13.73505,18.00113,18.00113
631,631,2040,2019,3,2,28.23,-113.76,25.24243,13.2301,25.24243,13.2301,17.41183,17.41183
638,638,2041,2019,3,2,28.63,-114.02,24.21533,13.75143,24.21533,13.75143,17.28769,17.28769
645,645,2042,2019,3,2,32.29,-117.0,16.32333,11.65671,16.32333,11.65671,13.77234,13.77234
652,652,2043,2019,3,2,29.94,-114.97,24.8674,12.52533,24.8674,12.52533,17.40802,17.40802
659,659,2044,2019,3,2,28.74,-113.75,27.07632,13.40192,27.07632,13.40192,18.14728,18.14728
666,666,2045,2019,3,2,31.79,-116.46,15.9165,9.88303,15.9165,9.88303,12.56927,12.56927
673,673,2047,2019,3,2,29.98,-115.23,23.86603,12.17834,23.86603,12.17834,16.84854,16.84854
680,680,2048,2019,3,2,31.07,-115.58,19.07303,8.7822,19.07303,8.7822,12.867,12.867
687,687,2049,2019,3,2,32.13,-116.17,16.1116,8.48328,16.1116,8.48328,11.70905,11.70905
694,694,2050,2019,3,2,30.18,-115.14,24.55188,12.40744,24.55188,12.40744,17.16138,17.16138
701,701,2051,2019,3,2,29.73,-114.71,25.19016,13.74487,25.19016,13.74487,18.10287,18.10287
708,708,2053,2019,3,2,28.58,-113.95,24.94186,13.52698,24.94186,13.52698,17.36862,17.36862
715,715,2054,2019,3,2,31.03,-115.98,18.6684,10.95593,18.6684,10.95593,14.03195,14.03195
722,722,2055,2019,3,2,30.95,-116.1,18.7489,12.27411,18.7489,12.27411,14.8421,14.8421
729,729,2056,2019,3,2,31.33,-116.25,17.22443,10.75665,17.22443,10.75665,13.57526,13.57526
736,736,2057,2019,3,2,31.66,-115.82,20.22595,10.5166,20.22595,10.5166,14.51126,14.51126
743,743,2058,2019,3,2,29.72,-115.13,23.96988,12.74048,23.96988,12.74048,17.08426,17.08426
750,750,2059,2019,3,2,31.08,-115.29,22.68192,11.91107,22.68192,11.91107,16.16339,16.16339
757,757,2060,2019,3,2,30.88,-115.63,19.01044,8.67014,19.01044,8.67014,12.94894,12.94894
764,764,2061,2019,3,2,28.08,-113.09,27.38821,14.12885,27.38821,14.12885,19.2872,19.2872
771,771,2062,2019,3,2,31.87,-115.82,21.6019,11.03162,21.6019,11.03162,15.54532,15.54532
778,778,2063,2019,3,2,30.4,-115.89,19.85959,11.91418,19.85959,11.91418,15.49475,15.49475
785,785,2064,2019,3,2,31.63,-116.38,16.23801,10.04843,16.23801,10.04843,12.82138,12.82138
792,792,2065,2019,3,2,31.79,-116.41,15.82489,9.46021,15.82489,9.46021,12.27411,12.27411
799,799,2066,2019,3,2,32.0,-115.95,19.3938,10.00497,19.3938,10.00497,14.05219,14.05219
806,806,2067,2019,3,2,31.16,-115.72,18.99463,9.08929,18.99463,9.08929,13.01898,13.01898
813,813,2069,2019,3,2,32.37,-116.65,16.30194,10.24133,16.30194,10.24133,12.84113,12.84113
820,820,2071,2019,3,2,31.36,-115.7,19.70071,9.83102,19.70071,9.83102,13.73706,13.73706
827,827,2072,2019,3,2,31.9,-115.6,23.78198,11.99567,23.78198,11.99567,17.01379,17.01379
834,834,2077,2019,3,2,32.1,-116.81,16.49158,12.02118,16.49158,12.02118,14.19302,14.19302
841,841,2079,2019,3,2,31.84,-116.2,15.86194,8.68552,15.86194,8.68552,11.80084,11.80084
848,848,2084,2019,3,2,29.97,-115.19,24.13611,12.22467,24.13611,12.22467,16.97293,16.97293
855,855,2085,2019,3,2,28.6,-113.76,26.38821,13.21011,26.38821,13.21011,17.67114,17.67114
862,862,2088,2019,3,2,31.61,-115.94,18.54794,10.07919,18.54794,10.07919,13.62888,13.62888
869,869,2089,2019,3,2,31.1,-116.17,18.45312,12.07407,18.45312,12.07407,14.66324,14.66324
876,876,2090,2019,3,2,31.27,-116.39,17.40027,11.64844,17.40027,11.64844,14.11752,14.11752
883,883,2091,2019,3,2,31.29,-116.26,17.38541,11.1203,17.38541,11.1203,13.82602,13.82602
890,890,2092,2019,3,2,31.33,-115.54,20.2887,10.02173,20.2887,10.02173,14.05539,14.05539
897,897,2093,2019,3,2,32.36,-115.75,25.68829,12.67679,25.68829,12.67679,18.30402,18.30402
904,904,2095,2019,3,2,29.87,-115.0,24.78897,12.50595,24.78897,12.50595,17.34064,17.34064
911,911,2096,2019,3,2,31.27,-116.04,18.01343,10.75241,18.01343,10.75241,13.78293,13.78293
918,918,2097,2019,3,2,32.22,-115.69,25.20557,12.54117,25.20557,12.54117,18.03372,18.03372
925,925,2099,2019,3,2,30.78,-115.18,24.28223,13.04211,24.28223,13.04211,17.42474,17.42474
932,932,2100,2019,3,2,31.27,-115.77,19.25494,9.60889,19.25494,9.60889,13.44611,13.44611
939,939,2102,2019,3,2,31.44,-115.05,27.25314,14.66666,27.25314,14.66666,19.44928,19.44928
946,946,2104,2019,3,2,31.79,-116.59,16.24176,11.37897,16.24176,11.37897,13.61288,13.61288
953,953,2105,2019,3,2,30.97,-115.58,19.05933,8.68307,19.05933,8.68307,12.86874,12.86874
960,960,2106,2019,3,2,31.7,-116.57,16.3606,11.62347,16.3606,11.62347,13.78021,13.78021
967,967,2107,2019,3,2,30.89,-114.78,24.47266,15.38956,24.47266,15.38956,18.82025,18.82025
974,974,2108,2019,3,2,31.71,-116.67,16.52795,12.69312,16.52795,12.69312,14.48157,14.48157
981,981,2109,2019,3,2,28.67,-114.24,21.71655,14.30347,21.71655,14.30347,16.79605,16.79605
988,988,2110,2019,3,2,29.97,-115.1,24.5752,12.29138,24.5752,12.29138,17.17245,17.17245
995,995,2111,2019,3,2,30.52,-115.93,19.53217,12.12946,19.53217,12.12946,15.44489,15.44489
1002,1002,2114,2019,3,2,32.24,-116.58,16.17969,10.14548,16.17969,10.14548,12.78076,12.78076
1009,1009,2118,2019,3,2,31.92,-116.23,15.62177,8.4032,15.62177,8.4032,11.51547,11.51547
1016,1016,2119,2019,3,2,32.31,-116.6,16.27505,10.11703,16.27505,10.11703,12.76602,12.76602
1023,1023,2120,2019,3,2,31.07,-116.21,18.5441,12.29755,18.5441,12.29755,14.82037,14.82037
1030,1030,2122,2019,3,2,31.95,-116.75,16.48087,12.20718,16.48087,12.20718,14.29926,14.29926
1037,1037,2124,2019,3,2,32.49,-116.68,16.27832,10.11053,16.27832,10.11053,12.72543,12.72543
1044,1044,2132,2019,3,2,30.69,-116.01,18.94574,12.6077,18.94574,12.6077,15.26236,15.26236
1051,1051,2137,2019,3,2,32.26,-115.32,27.67477,13.79327,27.67477,13.79327,19.39154,19.39154
1058,1058,2139,2019,3,2,32.42,-115.04,29.33197,14.85956,29.33197,14.85956,20.23398,20.23398
1065,1065,2144,2019,3,2,28.41,-113.86,25.36337,13.26938,25.36337,13.26938,17.34683,17.34683
1072,1072,2146,2019,3,2,31.04,-115.2,24.02408,13.11752,24.02408,13.11752,17.42142,17.42142
1079,1079,2148,2019,3,2,31.03,-114.84,25.0152,15.2254,25.0152,15.2254,19.00204,19.00204
1086,1086,2150,2019,3,2,29.74,-114.31,25.84692,15.34961,25.84692,15.34961,19.25562,19.25562
1093,1093,2151,2019,3,2,30.64,-114.75,24.56372,15.11325,24.56372,15.11325,18.59375,18.59375
1100,1100,2152,2019,3,2,32.37,-116.07,18.57336,9.60266,18.57336,9.60266,13.32349,13.32349
1107,1107,2153,2019,3,2,31.62,-116.46,16.33847,10.73367,16.33847,10.73367,13.25528,13.25528
1114,1114,2154,2019,3,2,32.06,-115.06,29.14554,14.44171,29.14554,14.44171,20.05124,20.05124
1121,1121,2156,2019,3,2,32.47,-116.82,16.18179,10.46729,16.18179,10.46729,12.94012,12.94012
1128,1128,2160,2019,3,2,31.5,-115.73,19.83881,10.16351,19.83881,10.16351,14.00299,14.00299
1135,1135,2164,2019,3,2,32.11,-115.85,22.07053,11.18912,22.07053,11.18912,15.88998,15.88998
1142,1142,2165,2019,3,2,30.88,-116.12,18.71536,12.64258,18.71536,12.64258,15.04791,15.04791
1149,1149,3002,2019,3,2,27.69,-114.9,18.72568,15.96448,18.72568,15.96448,16.89407,16.89407
1156,1156,3003,2019,3,2,23.29,-109.44,26.56229,20.61853,26.56229,20.61853,23.30978,23.30978
1163,1163,3004,2019,3,2,25.12,-111.81,32.10477,14.58105,32.10477,14.58105,21.78009,21.78009
1170,1170,3005,2019,3,2,22.88,-109.91,26.53314,20.2619,26.53314,20.2619,22.7301,22.7301
1177,1177,3006,2019,3,2,26.38,-112.51,28.08667,15.36569,28.08667,15.36569,21.03339,21.03339
1184,1184,3007,2019,3,2,23.33,-109.95,29.72003,18.34659,29.72003,18.34659,23.01175,23.01175
1191,1191,3008,2019,3,2,26.06,-111.83,32.17783,14.96899,32.17783,14.96899,22.11789,22.11789
1198,1198,3009,2019,3,2,24.84,-111.13,34.63797,14.77402,34.63797,14.77402,23.68701,23.68701
1205,1205,3010,2019,3,2,27.1,-112.93,29.76123,13.6376,29.76123,13.6376,20.05698,20.05698
1212,1212,3011,2019,3,2,24.15,-110.21,29.43304,17.85349,29.43304,17.85349,22.58252,22.58252
1219,1219,3012,2019,3,2,24.78,-111.15,34.75211,14.80359,34.75211,14.80359,23.74976,23.74976
1226,1226,3013,2019,3,2,24.47,-111.0,32.65668,15.87112,32.65668,15.87112,23.3389,23.3389
1233,1233,3014,2019,3,2,24.84,-111.78,30.08008,15.12219,30.08008,15.12219,21.31961,21.31961
1240,1240,3015,2019,3,2,23.86,-110.66,29.03513,16.82095,29.03513,16.82095,22.06329,22.06329
1247,1247,3016,2019,3,2,26.76,-112.42,29.57086,14.31543,29.57086,14.31543,21.20001,21.20001
1254,1254,3017,2019,3,2,27.77,-113.35,27.62442,13.51224,27.62442,13.51224,18.92453,18.92453
1261,1261,3018,2019,3,2,23.8,-110.11,30.58334,17.64056,30.58334,17.64056,22.91467,22.91467
1268,1268,3019,2019,3,2,26.92,-112.41,29.28979,13.99014,29.28979,13.99014,20.93393,20.93393
1275,1275,3020,2019,3,2,24.83,-111.22,35.1116,14.58716,35.1116,14.58716,23.80954,23.80954
1282,1282,3022,2019,3,2,25.05,-111.12,34.23444,14.68393,34.23444,14.68393,23.45651,23.45651
1289,1289,3023,2019,3,2,24.02,-110.36,30.70312,16.78226,30.70312,16.78226,22.66541,22.66541
1296,1296,3024,2019,3,2,25.47,-111.18,31.51782,14.97678,31.51782,14.97678,22.29269,22.29269
1303,1303,3027,2019,3,2,25.76,-112.04,30.63766,15.1593,30.63766,15.1593,21.49524,21.49524
1310,1310,3028,2019,3,2,25.37,-111.52,32.40826,14.69897,32.40826,14.69897,22.28781,22.28781
1317,1317,3029,2019,3,2,26.18,-112.08,30.63586,15.38202,30.63586,15.38202,21.78986,21.78986
1324,1324,3030,2019,3,2,23.6,-109.59,27.71695,19.76523,27.71695,19.76523,23.19678,23.19678
1331,1331,3031,2019,3,2,24.81,-110.98,32.63425,15.65967,32.63425,15.65967,23.21356,23.21356
1338,1338,3032,2019,3,2,23.47,-109.45,27.06894,20.31921,27.06894,20.31921,23.37622,23.37622
1345,1345,3033,2019,3,2,25.4,-111.76,32.1777,14.78815,32.1777,14.78815,21.871,21.871
1352,1352,3034,2019,3,2,27.6,-113.57,26.22385,13.31964,26.22385,13.31964,18.31732,18.31732
1359,1359,3035,2019,3,2,26.01,-111.34,27.45261,17.80801,27.45261,17.80801,21.58813,21.58813
1366,1366,3036,2019,3,2,23.89,-110.14,30.63678,17.56769,30.63678,17.56769,22.88547,22.88547
1373,1373,3037,2019,3,2,23.97,-109.94,30.41296,17.89832,30.41296,17.89832,22.91342,22.91342
1380,1380,3038,2019,3,2,26.89,-111.98,26.95135,17.44296,26.95135,17.44296,21.64886,21.64886
1387,1387,3039,2019,3,2,26.32,-111.99,32.05423,15.521,32.05423,15.521,22.51266,22.51266
1394,1394,3041,2019,3,2,26.82,-112.8,28.82278,14.0853,28.82278,14.0853,20.37555,20.37555
1401,1401,3042,2019,3,2,24.39,-111.11,32.11765,15.85724,32.11765,15.85724,23.11417,23.11417
1408,1408,3043,2019,3,2,25.2,-112.11,28.42416,15.62994,28.42416,15.62994,20.84076,20.84076
1415,1415,3045,2019,3,2,24.79,-112.11,26.26007,16.24741,26.26007,16.24741,20.36322,20.36322
1422,1422,3047,2019,3,2,26.72,-113.57,22.58276,15.46799,22.58276,15.46799,18.25009,18.25009
1429,1429,3049,2019,3,2,23.81,-110.06,30.66946,17.66806,30.66946,17.66806,22.95309,22.95309
1436,1436,3050,2019,3,2,23.74,-109.84,30.11874,18.07977,30.11874,18.07977,22.99991,22.99991
1443,1443,3051,2019,3,2,23.11,-109.85,27.93521,19.55188,27.93521,19.55188,22.91177,22.91177
1450,1450,3052,2019,3,2,27.3,-112.88,29.02777,13.82236,29.02777,13.82236,19.86697,19.86697
1457,1457,3053,2019,3,2,23.24,-110.07,28.92358,18.76495,28.92358,18.76495,22.87271,22.87271
1464,1464,3054,2019,3,2,25.87,-111.54,30.07886,16.16754,30.07886,16.16754,21.85843,21.85843
1471,1471,3055,2019,3,2,26.59,-112.72,28.16476,14.89777,28.16476,14.89777,20.78976,20.78976
1478,1478,3056,2019,3,2,23.07,-109.71,27.03119,20.18628,27.03119,20.18628,23.00397,23.00397
1485,1485,3058,2019,3,2,23.93,-110.26,30.5455,17.23395,30.5455,17.23395,22.73901,22.73901
1492,1492,3060,2019,3,2,23.53,-110.07,30.47153,17.66763,30.47153,17.66763,22.95807,22.95807
1499,1499,3062,2019,3,2,23.48,-109.72,29.09106,18.85278,29.09106,18.85278,23.20966,23.20966
1506,1506,3063,2019,3,2,25.49,-111.92,31.7038,14.9599,31.7038,14.9599,21.70688,21.70688
1513,1513,3064,2019,3,2,23.55,-110.1,30.3176,17.69675,30.3176,17.69675,22.90512,22.90512
1520,1520,3065,2019,3,2,25.09,-111.33,34.72958,14.3273,34.72958,14.3273,23.45972,23.45972
1527,1527,3067,2019,3,2,23.27,-109.78,28.63147,19.11212,28.63147,19.11212,23.05319,23.05319
1534,1534,3068,2019,3,2,25.03,-111.67,32.74115,14.47702,32.74115,14.47702,22.16742,22.16742
1541,1541,3069,2019,3,2,25.26,-111.77,32.17633,14.68454,32.17633,14.68454,21.84216,21.84216
1548,1548,3070,2019,3,2,27.98,-114.13,21.44989,14.47266,21.44989,14.47266,16.92511,16.92511
1555,1555,3072,2019,3,2,26.77,-111.91,28.5896,17.12589,28.5896,17.12589,22.09775,22.09775
1562,1562,3073,2019,3,2,27.65,-113.44,27.27261,13.35767,27.27261,13.35767,18.69528,18.69528
1569,1569,3074,2019,3,2,24.14,-110.34,30.15268,17.11023,30.15268,17.11023,22.61191,22.61191
1576,1576,3075,2019,3,2,24.84,-110.97,32.39282,15.72696,32.39282,15.72696,23.13693,23.13693
1583,1583,3076,2019,3,2,23.41,-110.2,28.94116,18.16803,28.94116,18.16803,22.58356,22.58356
1590,1590,3077,2019,3,2,23.76,-110.27,29.61627,17.56119,29.61627,17.56119,22.53409,22.53409
1597,1597,3093,2019,3,2,27.15,-112.15,25.97055,16.50067,25.97055,16.50067,20.8125,20.8125
1604,1604,3094,2019,3,2,23.18,-109.7,27.45828,19.91641,27.45828,19.91641,23.06662,23.06662
1611,1611,3096,2019,3,2,23.54,-109.68,28.75,19.08337,28.75,19.08337,23.21362,23.21362
1618,1618,3097,2019,3,2,23.36,-110.17,29.05481,18.29312,29.05481,18.29312,22.69461,22.69461
1625,1625,3098,2019,3,2,26.53,-112.65,28.78311,14.92819,28.78311,14.92819,21.12109,21.12109
1632,1632,3099,2019,3,2,26.23,-111.48,27.02203,17.72021,27.02203,17.72021,21.49124,21.49124
1639,1639,3100,2019,3,2,27.14,-112.91,29.65054,13.6539,29.65054,13.6539,20.04675,20.04675
1646,1646,3101,2019,3,2,24.93,-111.63,32.45673,14.62946,32.45673,14.62946,22.22345,22.22345
1653,1653,3102,2019,3,2,27.55,-113.39,28.02408,13.30908,28.02408,13.30908,18.94186,18.94186
1660,1660,3103,2019,3,2,27.06,-112.24,27.67273,15.31534,27.67273,15.31534,20.9198,20.9198
1667,1667,3104,2019,3,2,24.04,-110.13,30.14697,17.76794,30.14697,17.76794,22.7681,22.7681
1674,1674,3105,2019,3,2,25.59,-111.64,31.97449,14.91293,31.97449,14.91293,21.97281,21.97281
1681,1681,3106,2019,3,2,27.54,-114.47,21.33817,14.66824,21.33817,14.66824,17.20639,17.20639
1688,1688,3107,2019,3,2,27.26,-112.35,27.14853,14.93045,27.14853,14.93045,20.42621,20.42621
1695,1695,3108,2019,3,2,25.6,-111.34,31.05927,15.29257,31.05927,15.29257,22.1185,22.1185
1702,1702,3109,2019,3,2,25.36,-111.17,32.16278,14.87347,32.16278,14.87347,22.55084,22.55084
1709,1709,3110,2019,3,2,24.15,-110.57,30.72668,16.36917,30.72668,16.36917,22.60907,22.60907
1716,1716,3115,2019,3,2,27.6,-113.55,26.37512,13.32031,26.37512,13.32031,18.3707,18.3707
1723,1723,3116,2019,3,2,25.19,-111.41,33.87396,14.44376,33.87396,14.44376,23.04785,23.04785
1730,1730,3117,2019,3,2,27.14,-114.3,20.29242,15.30426,20.29242,15.30426,17.33041,17.33041
1737,1737,3119,2019,3,2,27.89,-113.78,24.65021,13.37347,24.65021,13.37347,17.53027,17.53027
1744,1744,3120,2019,3,2,23.22,-110.14,28.37134,18.94925,28.37134,18.94925,22.74091,22.74091
1751,1751,3121,2019,3,2,26.89,-112.62,29.56229,13.74881,29.56229,13.74881,20.82126,20.82126
1758,1758,3122,2019,3,2,27.84,-113.32,27.52567,13.60724,27.52567,13.60724,18.96707,18.96707
1765,1765,3123,2019,3,2,27.85,-115.08,18.44153,16.05679,18.44153,16.05679,16.85397,16.85397
1772,1772,3124,2019,3,2,25.12,-111.95,31.32684,14.77515,31.32684,14.77515,21.53732,21.53732
1779,1779,3125,2019,3,2,24.16,-110.92,28.52283,16.76947,28.52283,16.76947,21.94864,21.94864
1786,1786,3126,2019,3,2,26.52,-112.5,29.74643,14.85532,29.74643,14.85532,21.53259,21.53259
